,Date,Product,Brand,Category,Quantity,Unit Price,Shipping Charges,Total Price,Billing Address,Seller Address,Shipping Address,Gender,Age,Mode,Prime,City Tiers (Customer),City Tiers (Seller),Weekday,Month
808,2022-04-05,Aloe Gel,Vaseline,Personal Hygiene,1.0,85.0,0.0,100.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,April
809,2022-07-06,LED Lights,NOVALUC,Cookware,1.0,267.0,0.0,299.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Wednesday,July
810,2022-04-05,Toner,UrbanBotanics®,Cookware,1.0,178.0,0.0,199.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,April
811,2022-04-05,Hair Comb,Pink Woolf,Personal Hygiene,1.0,211.0,0.0,199.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,April
812,2022-12-04,Shower jel,Amazon,Personal Hygiene,1.0,223.0,0.0,239.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,December
813,2022-12-04,Acne Pimple Patch,Spot Patch,Personal Hygiene,1.0,202.0,0.0,250.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,December
814,2022-12-04,Lip Balm,Blistex,Personal Hygiene,1.0,516.0,0.0,610.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,December
815,2022-12-04,Face Towels,Fashiol,Personal Hygiene,1.0,367.0,0.0,385.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,December
816,2021-12-16,Steam Inhaler,Soulflower,Personal Hygiene,1.0,761.0,0.0,854.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Thursday,December
817,2021-09-28,Wall Hanging Tapestry ,Khadgatta Handicrafts,Others,1.0,408.0,0.0,445.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,September
818,2021-10-26,RAM 8 GB,Crucial,Electronics,1.0,2257.0,0.0,2664.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,October
819,2021-10-26,Rose Water,Dabur,Food,1.0,73.0,0.0,86.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,October
820,2021-10-24,Lip Balm,Arcelia,Personal Hygiene,1.0,91.0,0.0,95.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,October
821,2021-10-24,Moisturizer,Rejusure,Personal Hygiene,1.0,211.0,0.0,249.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,October
822,2021-10-24,Sanitary Pads . 12 Pads,Nua Altra,Personal Hygiene,1.0,189.0,0.0,189.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,October
823,2021-10-24,Scrapbook,HASTHIP,Stationeries,1.0,304.0,0.0,359.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,October
824,2021-09-27,Head Band,Vogue,Personal Hygiene,1.0,267.0,0.0,299.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Monday,September
825,2021-09-28,Wall Hanging Tapestry,Khadgatta Handicrafts,Others,1.0,423.0,0.0,545.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,September
826,2021-09-28,Plastic Dinner Plates . 3 Pieces,Kuber Industries,Cookware,1.0,168.0,0.0,199.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,September
827,2021-09-24,Coffee.Milk Mug,Octa Store,Cookware,1.0,445.0,0.0,499.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Friday,September
828,2021-09-24,Paper Magic Kaleidoscope Explore Game,Simple Games,Others,1.0,165.0,0.0,272.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Friday,September
829,2021-12-09,Nautical Maritime Brass Kaleidoscope,AA Nauticals,Others,1.0,370.0,0.0,415.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Thursday,December
830,2021-11-09,Feature Phone,Nokia,Electronics,1.0,2541.0,0.0,2999.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,November
831,2021-11-09,Travel Kit,Travalate,Cookware,1.0,388.0,0.0,498.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,November
832,2021-06-09,Hair Headband and Scarf,Swanky,Personal Hygiene,1.0,380.0,0.0,399.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Wednesday,June
833,2021-06-09,Oil Serum,WishCare®,Personal Hygiene,1.0,329.0,0.0,389.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Wednesday,June
834,2021-06-09,Head Massager,Herbal Brews,Personal Hygiene,1.0,356.0,0.0,399.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Wednesday,June
835,2021-06-09,Bodywash,Pears,Personal Hygiene,1.0,104.0,0.0,122.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Wednesday,June
836,2021-06-09,Baby Lotion,Johnson,Personal Hygiene,1.0,390.0,0.0,461.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Wednesday,June
837,2021-01-09,Grease Paste,Thermal Grizzly,Cookware,1.0,546.0,0.0,645.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Saturday,January
838,2021-01-09,Silicone Pads,ADWITS,Cookware,1.0,423.0,0.0,499.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Saturday,January
839,2021-01-09,Thermal Compound Paste,DEEPCOOL,Personal Hygiene,1.0,446.0,0.0,527.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Saturday,January
840,2021-08-17,two step walker,WALKER,Cookware,1.0,2238.0,0.0,2350.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,August
841,2021-11-08,Facial Steamer Machine,Antson,Cookware,1.0,380.0,0.0,399.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Monday,November
842,2021-10-08,Pillow Cover,EarlyMart Comfort,Others,1.0,284.0,0.0,299.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Friday,October
843,2021-10-08,Bed sheet,RajasthaniKart® Comfort,Others,1.0,284.0,0.0,299.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Friday,October
844,2021-10-08,Wireless BT Headphone,Zebronics Zeb,Electronics,1.0,626.0,0.0,699.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Friday,October
845,2021-10-08,Bed sheet,RajasthaniKart® Comfort,Others,1.0,275.0,0.0,289.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Friday,October
846,2021-10-08,Bed Sheet with One Pillow Cover,EarlyMart Comfort,Others,1.0,294.0,0.0,309.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Friday,October
847,2021-07-23,"Garbage Bags, Small (17 X 19 Inches) . 30 Bags.Roll (Pack Of 6, Black) |",Amazon,Cookware,1.0,239.0,0.0,275.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Friday,July
848,2021-07-23,Cup & Saucer Set,La Opala Golden Fall Opalware,Cookware,1.0,538.0,0.0,565.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Friday,July
849,2021-07-15,Lip Balm,Arcelia,Personal Hygiene,1.0,90.0,0.0,95.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Thursday,July
850,2021-07-15,Lip Scrub,UrbanBotanics®,Personal Hygiene,1.0,295.0,0.0,299.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Thursday,July
851,2021-07-15,Shower Gel,Solimo,Personal Hygiene,1.0,213.0,0.0,252.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Thursday,July
852,2021-07-15,Ageless Serum,Biotique Bio,Personal Hygiene,1.0,133.0,0.0,149.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Thursday,July
853,2021-07-15,Eye Gel,Biotique Bio,Personal Hygiene,1.0,100.0,0.0,111.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Thursday,July
854,2021-07-15,Lunch Bags,Right Choice,Cookware,1.0,168.0,0.0,199.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Thursday,July
855,2021-06-23,in.Ear Headphones,Sony,Electronics,1.0,1524.0,0.0,1799.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Wednesday,June
856,2021-06-15,Gaming Mouse,Logitech,Electronics,1.0,1351.0,0.0,1594.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,June
857,2021-06-15,USB Cable,Portronics Konnect,Electronics,1.0,134.0,0.0,159.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,June
858,2021-06-15,Body Sponge,Vega Deluxe,Personal Hygiene,1.0,116.0,0.0,137.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,June
859,2021-06-15,Bath Mat,Sasha World,Personal Hygiene,1.0,178.0,0.0,199.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,June
860,2021-06-15,Lip Balm,Avon Naturals,Personal Hygiene,1.0,180.0,0.0,249.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,June
861,2021-06-15,Stainless Steel Single Wall Water Bottle,Cello,Cookware,1.0,365.0,0.0,798.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,June
862,2021-06-15,Bath Brush,Vega Deluxe,Personal Hygiene,1.0,124.0,0.0,146.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,June
863,2021-06-15,Bathing Round Loofah,FABSKIN,Personal Hygiene,1.0,148.0,0.0,175.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Tuesday,June
864,2021-06-14,N95 Face Mask,LEEFORD,Cookware,1.0,475.0,0.0,499.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Monday,June
865,2021-05-22,7.5 Litres Air Container,EDGE,Cookware,1.0,329.0,0.0,389.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Saturday,May
866,2021-05-22,Sleeping Pillow,Takiyawala,Others,1.0,474.0,0.0,498.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Saturday,May
867,2021-05-22,Cushions,Velvet,Others,1.0,323.0,0.0,380.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Saturday,May
868,2021-05-22,Wooden Laptop Desk,TARKAN,Cookware,1.0,592.0,0.0,699.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Saturday,May
869,2021-05-22,Sandals,BAHAMAS,Clothing and Fashion,1.0,180.0,0.0,189.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Saturday,May
870,2021-12-05,Women Regular Shorts,Colors & Blends,Clothing and Fashion,2.0,380.0,0.0,798.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,December
871,2021-12-05,Bed Sheet,NEW LEAF®,Others,1.0,180.0,0.0,189.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Sunday,December
872,2021-05-13,Mineral Glow Scrub,Aroma Magic,Personal Hygiene,1.0,250.0,0.0,295.0,tarapur,tarapur,tarapur,M,23,UPI,Yes,3,3,Thursday,May
873,2022-09-16,book,book,Stationeries,1.0,600.0,0.0,580.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Friday,September
874,2022-09-16,book,book,Stationeries,1.0,850.0,0.0,818.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Friday,September
875,2022-09-16,book,book,Stationeries,1.0,600.0,0.0,530.0,banglore,banglore,banglore,M,22,UPI,Yes,1,1,Friday,September
876,2022-06-08,helmet,steelbird,Others,1.0,230.0,0.0,199.0,banglore,banglore,banglore,M,22,UPI,Yes,1,1,Wednesday,June
877,2022-05-08,smartphone,redmi,Electronics,1.0,18000.0,0.0,16499.0,new delhi,new delhi,new delhi,M,27,Credit Card,Yes,1,1,Sunday,May
878,2022-05-08,innerwear,spykar,Clothing and Fashion,1.0,220.0,0.0,219.0,banglore,banglore,banglore,M,22,UPI,Yes,1,1,Sunday,May
879,2022-05-08,innerwear,fruit of the loom,Clothing and Fashion,1.0,230.0,0.0,213.0,banglore,banglore,banglore,M,22,UPI,Yes,1,1,Sunday,May
880,2022-02-08,shoes,reebok,Clothing and Fashion,1.0,999.0,0.0,999.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Tuesday,February
881,2022-07-27,arm sling,leeford,Personal Hygiene,1.0,250.0,0.0,237.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Wednesday,July
882,2022-07-24,notebook,classmate,Stationeries,3.0,120.0,0.0,270.0,banglore,banglore,banglore,M,22,UPI,Yes,1,1,Sunday,July
883,2022-07-24,pen,classmate,Stationeries,1.0,50.0,0.0,50.0,banglore,banglore,banglore,M,22,UPI,Yes,1,1,Sunday,July
884,2022-07-22,earphone,boat,Electronics,1.0,1299.0,0.0,1299.0,banglore,banglore,banglore,M,22,UPI,Yes,1,1,Friday,July
885,2022-05-14,peanut butter,myfitness,Food,1.0,600.0,0.0,549.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,May
886,2022-11-05,epoxy,pidilite,Home and Decor,1.0,30.0,0.0,17.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,November
887,2022-10-05,pen drive,sandisk,Electronics,1.0,1000.0,0.0,819.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Wednesday,October
888,2022-05-05,smartphone,redmi,Electronics,1.0,18000.0,0.0,12249.0,new delhi,new delhi,new delhi,M,27,Credit Card,Yes,1,1,Thursday,May
889,2022-02-05,headphone,muve,Electronics,1.0,259.0,0.0,259.0,kanpur,kanpur,kanpur,M,27,UPI,Yes,2,2,Saturday,February
890,2022-04-28,book,book,Stationeries,5.0,153.0,0.0,765.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,April
891,2022-04-15,peanut butter,myfitness,Food,1.0,649.0,0.0,595.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Friday,April
892,2022-03-31,peanut butter,sundrop,Food,1.0,199.0,0.0,199.0,new delhi,new delhi,new delhi,M,27,Cash,Yes,1,1,Thursday,March
893,2022-03-29,handwash,godrej,Home and Decor,1.0,139.0,0.0,139.0,new delhi,new delhi,new delhi,M,27,Cash,Yes,1,1,Tuesday,March
894,2022-03-28,disinfectant,savlon,Home and Decor,1.0,125.0,0.0,125.0,new delhi,new delhi,new delhi,M,27,Cash,Yes,1,1,Monday,March
895,2022-03-28,book,book,Stationeries,1.0,50.0,0.0,49.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Monday,March
896,2022-03-24,slippers,bata,Clothing and Fashion,1.0,230.0,0.0,227.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,March
897,2022-03-24,slippers,bata,Clothing and Fashion,1.0,161.0,0.0,161.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Thursday,March
898,2022-03-18,smartphone,oppo,Electronics,1.0,20999.0,0.0,15594.0,new delhi,new delhi,new delhi,M,27,Cash,Yes,1,1,Friday,March
899,2022-03-16,polo,symbol,Clothing and Fashion,1.0,229.0,0.0,229.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Wednesday,March
900,2022-10-03,bag,gear,Stationeries,1.0,830.0,0.0,579.0,new delhi,new delhi,new delhi,M,27,Cash,Yes,1,1,Monday,October
901,2022-08-03,shorts,easybuy,Clothing and Fashion,1.0,99.0,0.0,99.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Wednesday,August
902,2022-04-03,innerwear,levi's,Clothing and Fashion,1.0,210.0,0.0,209.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Sunday,April
903,2022-03-03,earphone,jbl,Electronics,1.0,350.0,0.0,344.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,March
904,2022-02-03,shorts,fruit of the loom,Clothing and Fashion,1.0,150.0,0.0,148.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,February
905,2022-02-28,smartphone,realme,Electronics,1.0,11999.0,0.0,9999.0,new delhi,new delhi,new delhi,M,27,Credit Card,Yes,1,1,Monday,February
906,2022-02-24,slippers,bata,Clothing and Fashion,1.0,299.0,0.0,299.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,February
907,2022-02-24,slippers,bata,Clothing and Fashion,1.0,549.0,0.0,239.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Thursday,February
908,2022-02-16,churna,baidhyanath,Personal Hygiene,1.0,40.0,0.0,36.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Wednesday,February
909,2022-01-27,shampoo,loreal paris,Home and Decor,1.0,349.0,0.0,349.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Thursday,January
910,2022-01-20,diaper,huggies,Personal Hygiene,1.0,110.0,0.0,99.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Thursday,January
911,2022-01-16,shampoo,solimo,Home and Decor,1.0,60.0,0.0,55.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Sunday,January
912,2022-01-16,toothbrush,solimo,Home and Decor,1.0,120.0,0.0,59.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Sunday,January
913,2022-01-16,pen drive,cello,Electronics,1.0,150.0,0.0,109.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Sunday,January
914,2022-01-16,weighing scale,dr. fit,Electronics,1.0,915.0,0.0,369.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Sunday,January
915,2022-12-01,shorts,diverse,Clothing and Fashion,1.0,250.0,0.0,220.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Thursday,December
916,2022-10-01,handwash,wiz,Home and Decor,2.0,100.0,0.0,188.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,October
917,2021-12-24,keyboard,dell,Electronics,1.0,540.0,0.0,90.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Friday,December
918,2021-12-16,book,book,Stationeries,1.0,250.0,40.0,217.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,December
919,2021-11-24,shorts,diverse,Clothing and Fashion,1.0,209.0,0.0,209.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Wednesday,November
920,2021-12-11,tea,nikunj,Home and Decor,1.0,209.0,0.0,130.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,December
921,2021-10-30,shirt,symbol,Clothing and Fashion,1.0,569.0,0.0,515.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,October
922,2021-05-10,lipstik,biotque,Personal Hygiene,1.0,85.0,0.0,84.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Monday,May
923,2021-04-10,bag,lavie,Stationeries,1.0,600.0,0.0,593.0,prayagraj,prayagraj,prayagraj,M,25,Cash,Yes,3,3,Saturday,April
924,2021-04-10,handwash,fem,Home and Decor,1.0,120.0,0.0,120.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,April
925,2021-04-10,toilet cleaner,preto,Home and Decor,1.0,150.0,0.0,145.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,April
926,2021-03-10,smartwatch,fire.boltt,Electronics,1.0,4000.0,0.0,3899.0,kolaghat,kolaghat,kolaghat,M,18,Debit Card,Yes,3,3,Wednesday,March
927,2021-03-10,study table,gizga,Others,1.0,399.0,0.0,399.0,new delhi,new delhi,new delhi,M,27,Cash,Yes,1,1,Wednesday,March
928,2021-02-10,smartwatch,boat,Electronics,1.0,2900.0,0.0,2199.0,kolaghat,kolaghat,kolaghat,M,18,Debit Card,Yes,3,3,Wednesday,February
929,2021-02-10,skipping rope,lifelong,Sports and Fitness,1.0,100.0,0.0,49.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Wednesday,February
930,2021-09-30,bedsheet,fashion string,Home and Decor,1.0,198.0,0.0,198.0,new delhi,new delhi,new delhi,M,27,Cash,Yes,1,1,Thursday,September
931,2021-09-29,bag,vip,Stationeries,1.0,4599.0,0.0,4599.0,new delhi,new delhi,new delhi,M,27,Cash,Yes,1,1,Wednesday,September
932,2021-06-19,perfume,fogg,Personal Hygiene,1.0,119.0,0.0,92.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,June
933,2021-06-15,smartphone,redmi,Electronics,1.0,7499.0,0.0,6773.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Tuesday,June
934,2021-06-15,back cover,pikkme,Electronics,1.0,249.0,0.0,225.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Tuesday,June
935,2021-03-06,earphone,we cool,Electronics,1.0,94.0,0.0,94.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,March
936,2021-05-29,trouser,inkast,Clothing and Fashion,1.0,304.0,0.0,274.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,May
937,2021-05-27,soap,dettol,Home and Decor,1.0,219.0,0.0,201.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,May
938,2021-08-04,handwash,godrej,Home and Decor,1.0,280.0,0.0,168.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Wednesday,August
939,2021-05-04,shoes,apash,Clothing and Fashion,1.0,369.0,0.0,369.0,new delhi,new delhi,new delhi,M,25,Cash,Yes,1,1,Tuesday,May
940,2021-04-04,shorts,house & shields,Clothing and Fashion,2.0,228.0,0.0,456.0,new delhi,new delhi,new delhi,M,22,Cash,Yes,1,1,Sunday,April
941,2021-10-30,shoes,bata,Clothing and Fashion,1.0,1019.0,0.0,923.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Saturday,October
942,2021-10-27,massager,mamearth,Personal Hygiene,1.0,99.0,0.0,75.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Wednesday,October
943,2021-10-27,clear skin combo,mamaearth,Personal Hygiene,1.0,98.0,0.0,75.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Wednesday,October
944,2021-10-23,shampoo,l'oreal,Personal Hygiene,1.0,424.0,0.0,424.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Saturday,October
945,2021-10-23,pen,cello,Stationeries,1.0,248.0,0.0,199.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Saturday,October
946,2021-10-22,book,book,Stationeries,1.0,439.0,0.0,439.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Friday,October
947,2021-10-16,tv stick,amazon,Electronics,1.0,2199.0,0.0,1999.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Saturday,October
948,2021-12-10,oil,biotique,Personal Hygiene,1.0,159.0,0.0,142.0,new delhi,new delhi,new delhi,M,22,Debit Card,Yes,1,1,Friday,December
949,2021-05-10,smartphone,samsung,Electronics,1.0,16999.0,0.0,15749.0,kolaghat,kolaghat,kolaghat,M,18,Debit Card,Yes,3,3,Monday,May
950,2021-03-04,suspender,trilece,Clothing and Fashion,1.0,239.0,0.0,239.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,March
951,2021-03-04,bag,safari,Stationeries,1.0,320.0,0.0,299.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,March
952,2021-03-04,shoes,symbol,Clothing and Fashion,1.0,340.0,0.0,340.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,March
953,2021-03-22,shampoo,l'oreal,Personal Hygiene,1.0,432.0,0.0,432.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Monday,March
954,2021-03-18,tumbler,solimo,Home and Decor,1.0,109.0,0.0,109.0,new delhi,new delhi,new delhi,M,27,Debit Card,Yes,1,1,Thursday,March
955,2021-03-18,lunch box,solimo,Home and Decor,1.0,198.0,0.0,189.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Thursday,March
956,2021-05-03,nbook,book,Stationeries,1.0,139.0,0.0,139.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Monday,May
957,2021-05-03,book,book,Stationeries,1.0,153.0,0.0,150.0,kanpur,kanpur,kanpur,M,23,UPI,Yes,2,2,Monday,May
958,2021-07-27,soap,savlon,Home and Decor,1.0,82.5,0.0,83.0,kanpur,kanpur,kanpur,M,22,Cash,Yes,2,2,Tuesday,July
959,2021-07-27,instant mix,aashirvaaad,Home and Decor,1.0,175.0,0.0,110.0,new delhi,new delhi,new delhi,M,22,Debit Card,Yes,1,1,Tuesday,July
960,2021-07-26,polo,reebok,Clothing and Fashion,1.0,240.0,0.0,240.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Monday,July
961,2021-07-15,shorts,symbol,Clothing and Fashion,1.0,200.0,0.0,179.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Thursday,July
962,2021-07-15,trouser,symbol,Clothing and Fashion,1.0,150.0,0.0,90.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Thursday,July
963,2021-07-15,trouser,symbol,Clothing and Fashion,1.0,89.5,0.0,90.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Thursday,July
964,2021-02-22,perfume,fresh,Personal Hygiene,1.0,87.0,0.0,87.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Monday,February
965,2021-02-21,biscuit,mcvities,Food,1.0,60.0,0.0,60.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Sunday,February
966,2021-02-19,slippers,relaxo,Clothing and Fashion,2.0,82.0,0.0,164.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Friday,February
967,2021-02-13,back cover,pikkme,Electronics,1.0,249.0,0.0,249.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Saturday,February
968,2021-11-02,pendrive,kingston,Electronics,1.0,589.0,0.0,589.0,kanpur,kanpur,kanpur,M,22,Cash,Yes,2,2,Tuesday,November
969,2021-10-02,mug,printphoto,Home and Decor,1.0,199.0,0.0,199.0,sirsaganj,sirsaganj,sirsaganj,F,21,UPI,Yes,3,3,Saturday,October
970,2021-08-02,earphone,infinix,Electronics,1.0,449.0,0.0,177.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Monday,August
971,2021-05-02,walnuts,englishnuts,Food,1.0,585.0,0.0,585.0,kanpur,kanpur,kanpur,M,22,Cash,Yes,2,2,Sunday,May
972,2021-02-02,gym shaker,ishake,Sports and Fitness,1.0,79.0,0.0,79.0,new delhi,new delhi,new delhi,M,27,UPI,Yes,1,1,Tuesday,February
973,2021-01-31,cable,ambrane,Electronics,1.0,199.0,0.0,99.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Sunday,January
974,2021-01-30,usb light,usb led,Electronics,1.0,49.0,0.0,49.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Saturday,January
975,2021-01-28,bag,safari,Stationeries,1.0,248.0,0.0,248.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Thursday,January
976,2021-01-24,skipping rope,kore,Sports and Fitness,1.0,79.0,0.0,79.0,kanpur,kanpur,kanpur,M,22,UPI,Yes,2,2,Sunday,January
